Movie_Title,Genre,Director,Release_Year,Budget,Box_Office,Runtime,IMDB_Rating,Language,Production_Company,Release_Month,Critic_Reviews,Audience_Reviews,Hit_Or_Flop,Tomatometer
Analysis far very.,Comedy,Tasha Reyes,1995,187.87,104.985,103.0,3.64,English,Warner Bros,Sep,1.7,0.4,Flop,49
Particularly skill.,Thriller,Tammy Gonzalez,2001,252.615,596.4200000000001,95.0,7.38,Spanish,Disney,Jun,9.5,2.9,Flop,54
Industry professional land many.,Drama,Tammy Gonzalez,1990,54.667,335.183,,5.25,Japanese,New Line Cinema,Jun,7.6,0.5,Hit,29
Eye wall prove meet.,Romance,Paul Watson,2012,184.185,403.422,139.0,8.89,German,Universal Pictures,Nov,9.0,6.7,Hit,77
Institution listen military beautiful.,Action,Michelle Wagner,1996,211.89,269.117,173.0,8.88,Spanish,Sony Pictures,Apr,0.1,8.3,Hit,3
Level red middle.,Comedy,Emily Lewis DDS,1996,232.468,420.795,108.0,9.3,German,Universal Pictures,Apr,6.6,1.1,Hit,56
Person level opportunity.,Comedy,Michelle Wagner,1992,183.303,39.927,91.0,5.09,Spanish,Disney,Sep,5.2,4.9,Flop,46
Note few writer.,Drama,Paul Watson,2020,52.775,430.153,106.0,3.21,German,Universal Pictures,Jul,6.2,4.5,Hit,66
Policy available.,Horror,George Williams,1998,33.764,1385.66,167.0,1.42,Japanese,Universal Pictures,Mar,6.3,5.8,Hit,72
Culture approach guy artist along.,Action,Joseph Swanson,1990,208.941,322.389,116.0,8.46,German,Paramount,May,7.1,8.5,Hit,41
Make new now.,Horror,Sean Sullivan,2017,,4070.09,,5.18,Spanish,Universal Pictures,Feb,10.0,5.3,Hit,4
Imagine sort section.,Action,Marcus Chen,2001,61.943,3452.91,112.0,8.32,Spanish,Sony Pictures,Aug,1.8,2.6,Hit,27
Political woman old everything.,Action,Paul Watson,1991,30.985,31.175,94.0,5.97,Spanish,Universal Pictures,Dec,4.9,4.1,Hit,65
Popular guess loss animal.,Horror,John Barnett,2008,82.226,238.672,143.0,4.53,French,Lionsgate,May,2.6,3.8,Hit,41
Heart seem.,Thriller,Carol Diaz,1996,57.586,212.058,109.0,7.54,English,New Line Cinema,Oct,0.3,6.0,Hit,100
Write build performance heavy Congress.,Action,Randall Howe,1999,8.261,211.209,159.0,6.41,Spanish,New Line Cinema,Oct,9.5,7.4,Hit,71
Eye usually light.,Drama,Mrs. Katie Boone DDS,2004,191.615,104.453,95.0,7.71,Japanese,Paramount,Jun,10.0,6.6,Flop,21
Reason us.,Sci-Fi,Randall Howe,2001,,4628.01,178.0,6.11,French,Warner Bros,Feb,7.5,5.3,Hit,43
Box cultural.,Romance,Kevin Sims,2019,47.911,197.172,130.0,7.99,Spanish,Lionsgate,Mar,3.5,6.7,Hit,85
Teacher agent prevent evidence total.,Comedy,George Williams,2021,186.556,242.702,88.0,4.4,Hindi,Sony Pictures,Sep,6.8,,Hit,10
Probably hit not.,Thriller,Donna Richards,2003,212.729,3528.2400000000002,94.0,6.78,French,Lionsgate,Apr,0.4,2.8,Hit,20
Current several who.,Comedy,Ashley Williams,1998,45.293,373.272,100.0,4.41,French,Sony Pictures,Mar,7.1,1.9,Hit,80
Soldier tax certainly.,Horror,Kevin Sims,2002,282.712,465.113,152.0,5.64,German,Disney,Apr,5.0,5.8,Hit,4
Sing newspaper already analysis.,Thriller,Randall Howe,2020,187.416,471.96,113.0,4.99,French,Fox,Feb,7.3,3.2,Flop,83
Course name.,Romance,Jennifer Smith,2018,143.042,87.194,101.0,2.85,French,Warner Bros,Sep,9.9,7.0,Flop,46
Operation manage ball.,Drama,Kevin Sims,2007,212.472,3907.28,103.0,5.82,Japanese,Warner Bros,Mar,0.8,4.7,Hit,25
Test around cut push suddenly.,Romance,Nicholas Bates,1993,248.15,393.473,151.0,8.6,Mandarin,Fox,Jan,2.0,8.6,Hit,89
Race born hand.,Action,Alicia Lawrence,2001,50.918,492.565,153.0,5.18,German,New Line Cinema,Jan,7.7,3.7,Hit,98
First boy free.,Thriller,Ruben Lynch,1999,136.557,176.07,130.0,9.6,Mandarin,Fox,Feb,8.5,2.2,Hit,32
Feeling lead off.,Comedy,Heidi Ritter,2000,,2541.64,131.0,6.64,Spanish,Lionsgate,Mar,8.3,4.1,Hit,68
Across free indeed.,Comedy,Randall Wilson,2005,19.674,170.208,94.0,8.23,Mandarin,Warner Bros,Jul,1.9,8.6,Hit,83
Ago main whatever.,Romance,Ruben Lynch,2003,248.142,192.305,,5.31,French,Paramount,Sep,6.5,1.8,Flop,87
Official might.,Action,Mrs. Katie Boone DDS,2021,204.874,142.113,121.0,2.53,English,Universal Pictures,Sep,7.2,8.1,Flop,30
Thus note decide.,Sci-Fi,Carol Diaz,2020,141.707,257.18,168.0,2.31,Mandarin,Universal Pictures,May,4.8,9.6,Flop,61
Ability edge pick speak.,Romance,Ruben Lynch,2017,265.331,4173.33,120.0,4.84,German,Warner Bros,May,9.0,6.8,Hit,57
Conference newspaper.,Thriller,Heidi Ritter,2019,295.042,275.05,165.0,8.89,Spanish,Disney,May,8.1,10.0,Flop,43
Phone among task project book.,Romance,Donna Richards,2014,214.605,498.546,180.0,8.15,German,New Line Cinema,Nov,0.3,2.2,Hit,83
System part note gas certainly.,Sci-Fi,Emily Lewis DDS,1995,165.902,382.234,103.0,1.3,Mandarin,Paramount,May,5.9,8.5,Hit,81
Hot Congress condition trouble.,Comedy,Dustin Mosley,2014,125.842,301.118,141.0,2.0,Japanese,Sony Pictures,Dec,0.7,4.8,Hit,68
List believe.,Thriller,Maria Gilbert,1995,219.088,317.698,139.0,6.33,Hindi,Warner Bros,Feb,5.9,7.9,Hit,27
Join street among.,Romance,Hayden Tyler,2005,164.274,320.544,95.0,4.98,Spanish,Lionsgate,Nov,7.5,9.5,Hit,53
Though walk indicate.,Horror,Paul Watson,2011,254.637,423.17999999999995,177.0,9.85,Spanish,Lionsgate,Jan,4.7,5.3,Flop,85
Throughout account once understand.,Thriller,Jimmy Sosa,2020,239.251,75.261,142.0,8.6,English,Fox,Apr,0.3,6.5,Flop,36
Loss industry himself to.,Romance,Tammy Gonzalez,1992,72.27,159.711,165.0,3.42,German,Paramount,Apr,9.4,1.9,Hit,83
Pass music benefit interview.,Sci-Fi,William Price,1999,219.159,863.8599999999999,166.0,7.64,Hindi,Fox,Jan,8.5,9.8,Flop,25
Agent probably.,Drama,Dustin Mosley,1993,128.059,18.428,142.0,7.23,Hindi,Warner Bros,Feb,7.3,4.0,Flop,9
Economy modern partner food store.,Horror,Michael Miller,2021,274.744,79.36,126.0,4.19,Hindi,Sony Pictures,Nov,8.6,2.0,Flop,0
Make nearly cause be.,Drama,Randall Howe,2012,159.984,476.141,133.0,4.66,English,Sony Pictures,May,2.4,5.1,Hit,93
Focus away way.,Thriller,Jimmy Sosa,2022,86.742,425.24,95.0,7.3,German,Sony Pictures,May,9.4,8.5,Hit,9
Tough those PM reach.,Sci-Fi,Stephanie Alvarez,2008,225.107,82.61,127.0,3.7,Spanish,Universal Pictures,Oct,4.4,7.1,Flop,45
Stuff box.,Comedy,William Price,2021,64.473,401.22,171.0,2.44,French,Paramount,Dec,4.2,7.1,Flop,2
Offer particular.,Drama,Michelle Wagner,1994,119.432,177.408,149.0,9.16,French,New Line Cinema,Sep,7.6,2.0,Hit,33
Also media nothing.,Action,Stephanie Alvarez,1991,176.792,3441.15,142.0,4.03,Hindi,Warner Bros,Mar,10.0,9.2,Hit,30
Tree bar region.,Horror,Kayla Mcconnell,2022,60.496,463.557,122.0,2.08,Spanish,Disney,Aug,0.2,1.9,Hit,78
Congress offer without art choose.,Sci-Fi,Heidi Ritter,2014,,133.693,111.0,5.94,Japanese,Universal Pictures,Mar,5.5,7.2,Flop,11
Provide spend less direction cultural.,Comedy,Andrew Krause,2007,61.068,105.384,,6.25,Mandarin,Warner Bros,Jan,1.2,2.7,Hit,28
Cost carry power.,Horror,Caleb Barnes,1997,,231.627,159.0,7.75,German,Disney,Feb,7.8,0.0,Flop,52
Visit side long.,Drama,Caleb Barnes,2012,237.46,255.278,131.0,9.72,Japanese,New Line Cinema,Jun,6.7,9.2,Hit,27
Walk impact.,Sci-Fi,Marcus Chen,2013,40.742,5.107,91.0,7.52,Mandarin,Sony Pictures,Jul,2.2,3.1,Flop,37
Market indicate but.,Horror,Emily Lewis DDS,1992,85.217,412.581,,3.47,German,Lionsgate,Nov,5.5,4.0,Hit,23
Cause page film.,Drama,Nancy Shah,2018,183.939,25.969,142.0,1.36,German,Warner Bros,Mar,1.2,8.8,Flop,60
Role lawyer newspaper customer car.,Horror,William Price,2014,157.146,80.487,85.0,9.0,English,Lionsgate,Mar,3.9,5.5,Flop,53
Bit watch administration.,Romance,Emily Lewis DDS,2005,100.228,310.36,167.0,4.16,English,Fox,Feb,3.9,1.3,Flop,70
Wrong couple not.,Thriller,Stephanie Alvarez,2016,44.683,266.07,117.0,3.74,English,Paramount,Oct,2.6,1.7,Hit,67
Everyone well assume relate matter.,Horror,Randall Wilson,1996,57.17,266.294,150.0,8.36,Japanese,Universal Pictures,Oct,7.0,4.5,Hit,11
Free join everyone.,Thriller,Emily Lewis DDS,2001,,1923.4299999999998,156.0,4.25,Spanish,Disney,Jan,6.9,,Hit,99
Both chance six.,Sci-Fi,Michael Miller,2019,243.503,90.932,151.0,5.35,Mandarin,Universal Pictures,Jul,0.2,,Flop,7
Member who even.,Sci-Fi,William Price,2016,,68.49,102.0,7.01,German,Lionsgate,Apr,9.4,7.7,Flop,45
Sometimes trade social decade.,Sci-Fi,Andrew Krause,2010,,42.564,83.0,4.78,Japanese,Disney,Sep,7.3,3.3,Flop,34
Full response health strategy half.,Comedy,Sean Sullivan,2001,106.793,208.372,173.0,7.43,English,Warner Bros,Mar,2.5,0.7,Hit,6
Direction property.,Romance,William Price,2023,154.194,228.011,163.0,9.55,Hindi,Lionsgate,Apr,0.2,5.0,Hit,29
Policy provide him society civil.,Drama,John Barnett,1998,258.61,277.834,,2.13,Mandarin,Sony Pictures,Sep,1.7,0.6,Hit,67
Ground blue career address hot.,Horror,Debbie Howe,2013,138.856,390.291,,5.83,Spanish,Fox,Oct,6.9,9.6,Hit,70
Sometimes black include.,Drama,Yvonne Reynolds,1990,205.113,474.824,135.0,2.23,Spanish,Warner Bros,Feb,0.7,9.0,Hit,21
Garden attention.,Thriller,Debbie Howe,2002,233.618,239.74,108.0,5.83,Spanish,Fox,Sep,3.6,4.8,Flop,91
Station budget again thank.,Thriller,Randy Lewis,2022,22.773,94.466,141.0,8.5,German,Lionsgate,May,3.7,,Hit,33
Free sign PM community.,Comedy,Mr. Brian Tucker,2022,279.628,31.805,92.0,2.61,German,Warner Bros,Dec,1.0,6.7,Flop,11
Fast stuff career.,Romance,Joanne Harris,2005,,16.558,174.0,6.24,English,Universal Pictures,May,4.6,3.7,Flop,52
Day their.,Horror,Jennifer Smith,2024,112.47,149.967,145.0,1.65,French,New Line Cinema,Apr,5.4,7.0,Hit,89
Include for conference door.,Sci-Fi,Paul Watson,1990,190.321,450.193,95.0,7.08,French,Disney,Oct,1.5,3.1,Hit,74
Spend lay cause relate.,Action,Melissa Smith,2020,105.024,4507.71,,8.93,Mandarin,New Line Cinema,Jul,2.5,5.9,Hit,66
Former discussion partner.,Romance,Kimberly Jimenez,2022,200.196,13.197,110.0,5.46,Japanese,Sony Pictures,Mar,3.6,4.5,Flop,18
Close throughout.,Comedy,John Barnett,2021,169.359,26.922,176.0,9.38,French,Universal Pictures,Jun,3.1,8.9,Flop,74
Despite peace commercial.,Drama,Carmen Jackson,2009,197.938,333.543,85.0,5.38,German,Sony Pictures,Mar,2.6,8.9,Hit,97
Deep finally beat number.,Romance,Jimmy Sosa,2017,63.17,352.53,176.0,4.93,German,Fox,Jun,3.8,7.2,Hit,7
Population peace together.,Horror,Dr. Brianna Wilson DDS,2014,113.105,2435.5,126.0,3.91,Japanese,Disney,Feb,1.8,1.8,Hit,70
Ago treatment.,Thriller,Emily Lewis DDS,2010,235.929,72.3,104.0,4.02,English,Fox,Jun,1.8,8.4,Flop,38
Type miss ask.,Comedy,John Barnett,2021,255.631,175.054,166.0,8.86,Hindi,New Line Cinema,Jun,0.6,0.4,Flop,35
High include.,Comedy,Danielle Potter,2016,275.591,97.031,177.0,4.0,Mandarin,Disney,Mar,9.3,3.4,Flop,64
Lead program employee.,Action,Stephanie Alvarez,2004,241.922,341.789,,7.96,Mandarin,Lionsgate,Jan,8.3,3.0,Hit,7
They recently.,Horror,Ashley Williams,2009,185.509,203.65,144.0,4.14,German,Fox,Jun,2.9,3.1,Hit,94
Example whether room.,Comedy,Dana Bryant,2006,86.066,391.03,162.0,1.49,Spanish,Lionsgate,May,9.6,4.9,Hit,8
Yeah truth view.,Horror,Jimmy Morton,2019,197.112,2003.1,139.0,1.52,Japanese,Sony Pictures,Apr,4.9,6.5,Hit,75
Kind street.,Drama,Kimberly Jimenez,2018,249.6,1725.65,,5.65,Japanese,Lionsgate,Jan,1.1,4.8,Flop,46
Material me claim.,Romance,Marcus Chen,2019,219.042,256.553,129.0,2.52,Spanish,Universal Pictures,Sep,0.4,7.3,Hit,67
Job keep very send.,Thriller,Kevin Sims,2000,113.197,1163.3799999999999,127.0,9.54,Hindi,Disney,Oct,4.9,9.7,Hit,100
Strategy usually move economic assume.,Horror,Heidi Ritter,2003,159.464,431.279,83.0,1.67,English,Sony Pictures,May,7.0,4.6,Hit,95
Air place happen practice natural.,Romance,Caleb Barnes,2010,263.784,18.393,144.0,1.16,German,Lionsgate,May,6.4,0.9,Flop,51
Everything sort occur article.,Romance,Kayla Mcconnell,2004,292.591,83.015,,6.39,Hindi,Lionsgate,Jan,9.2,4.7,Flop,89
Space heavy far.,Horror,Paul Watson,2007,266.674,3764.15,98.0,5.55,Japanese,New Line Cinema,Aug,1.9,4.7,Hit,74
Fire simple.,Horror,Jimmy Morton,1991,131.543,1473.7799999999997,84.0,4.55,Japanese,Universal Pictures,Jul,3.4,0.8,Hit,58
Win rule air.,Drama,Dustin Mosley,2021,200.075,3953.35,131.0,5.3,French,Sony Pictures,Jan,7.7,3.4,Hit,75
College soon sure.,Horror,Emily Lewis DDS,2004,257.353,358.794,156.0,3.55,French,New Line Cinema,May,1.6,4.2,Hit,65
Door parent face approach.,Romance,Tasha Reyes,1999,211.582,1236.36,172.0,5.88,English,Warner Bros,Nov,2.5,1.4,Flop,98
Long win.,Romance,Joseph Swanson,2015,257.736,489.16,162.0,3.65,German,Disney,Mar,3.2,9.2,Hit,5
Assume father growth speech.,Drama,Mr. Brian Tucker,2006,295.134,187.773,180.0,5.23,German,Fox,Oct,6.0,9.5,Flop,5
New trial science.,Thriller,Heidi Ritter,2012,293.259,35.744,135.0,2.35,Spanish,Sony Pictures,Dec,3.9,8.1,Flop,87
Goal difficult how.,Horror,Randall Howe,2007,105.043,382.123,159.0,9.3,English,Disney,Jul,7.8,4.8,Hit,23
Family those little subject good.,Drama,Caleb Barnes,1991,29.109,10.247,97.0,8.22,Mandarin,Fox,Jan,6.8,8.1,Flop,18
Activity one.,Action,Carol Diaz,2008,,201.179,93.0,6.18,English,Disney,Apr,5.2,3.0,Hit,31
Wall dog size single.,Horror,Sean Sullivan,1996,169.609,277.031,113.0,8.39,Mandarin,Warner Bros,Jun,1.5,7.5,Hit,57
Above town trip.,Romance,Ruben Lynch,1998,91.267,432.581,152.0,5.46,Japanese,Universal Pictures,Jun,5.8,6.8,Hit,67
Character first exactly once.,Drama,Dr. Brianna Wilson DDS,2010,284.676,17.63,179.0,8.73,Mandarin,Paramount,Feb,4.5,3.3,Flop,55
Arm information way wait forward.,Sci-Fi,Tasha Reyes,2003,18.781,332.37,144.0,5.85,English,Fox,Oct,2.9,1.3,Hit,53
Thank reason fight often.,Comedy,John Barnett,2012,,368.375,159.0,1.67,Spanish,Universal Pictures,Nov,5.4,1.8,Hit,87
Change relationship.,Horror,Michael Miller,1997,87.919,266.805,146.0,8.15,Spanish,Disney,Nov,9.7,3.3,Hit,14
Perhaps and.,Comedy,Nancy Shah,2019,260.291,45.527,,5.43,English,Universal Pictures,Jun,2.3,1.0,Flop,36
Mention expert your forget just.,Romance,Jennifer Smith,1992,19.786,37.239,106.0,6.25,French,New Line Cinema,Feb,9.6,7.3,Hit,35
Common knowledge southern.,Thriller,Caleb Barnes,2003,42.815,327.942,114.0,3.75,German,New Line Cinema,Oct,6.5,,Hit,7
Military model hope together.,Sci-Fi,Heidi Ritter,1995,239.326,36.307,115.0,6.26,Mandarin,Warner Bros,Dec,0.4,7.7,Flop,39
Mention teacher TV federal.,Drama,Paul Watson,2008,63.639,371.857,96.0,7.65,Hindi,Disney,Dec,5.7,1.2,Hit,11
Despite live still bring institution.,Horror,Nicholas Bates,2014,74.753,35.836,176.0,4.31,Japanese,New Line Cinema,Nov,3.0,0.1,Flop,85
Building represent blood ask.,Comedy,Mr. Brian Tucker,2019,46.563,397.998,128.0,5.35,Japanese,Lionsgate,Jul,6.5,9.0,Hit,54
Spend discuss trial.,Thriller,Kayla Mcconnell,2017,261.047,34.817,91.0,5.63,English,Universal Pictures,Jun,6.0,3.2,Flop,45
Receive parent either national.,Sci-Fi,Tammy Gonzalez,2023,47.549,325.543,138.0,1.63,Spanish,New Line Cinema,May,9.9,0.6,Hit,92
Nothing involve writer finally policy.,Drama,Dr. Brianna Wilson DDS,1996,163.535,123.131,108.0,1.34,Mandarin,Fox,Jun,5.0,7.5,Flop,3
Hard team off.,Thriller,Carmen Jackson,1994,247.256,241.65,,3.2,Japanese,Disney,May,6.2,2.1,Flop,20
Not material.,Thriller,Kimberly Jimenez,2012,70.581,335.279,165.0,7.43,Japanese,Fox,Mar,5.6,6.5,Hit,0
Agent order.,Action,Emily Lewis DDS,2009,,196.76,,3.03,Spanish,Fox,Nov,9.4,6.5,Hit,92
Line account measure society.,Comedy,Elizabeth Mann,2021,195.485,1257.04,117.0,8.7,Japanese,Universal Pictures,Dec,8.8,1.6,Flop,23
Former inside six.,Drama,Paul Watson,2017,158.722,495.85,138.0,4.58,Japanese,Warner Bros,Nov,6.4,5.4,Hit,8
Exist light picture tend.,Horror,Joanne Harris,2019,189.673,46.467,160.0,4.62,French,Sony Pictures,Nov,3.8,7.3,Flop,51
More TV meet edge require.,Comedy,Kimberly Jimenez,2009,46.06,4869.38,134.0,4.74,Japanese,Universal Pictures,Dec,2.3,4.1,Hit,46
Free join learn join.,Horror,Carol Diaz,2001,24.216,138.857,158.0,7.49,Japanese,Universal Pictures,Jan,7.8,8.5,Hit,56
Else organization do boy.,Action,Hayden Tyler,2002,,420.591,139.0,4.02,Spanish,Paramount,Apr,6.5,3.4,Hit,91
Early discover usually.,Horror,Donna Richards,2006,163.584,841.3299999999999,154.0,4.92,Mandarin,Disney,Oct,8.1,6.6,Flop,98
Center finish also else.,Sci-Fi,Stephanie Alvarez,1997,137.586,11.052,99.0,7.42,German,Warner Bros,Aug,3.5,5.2,Flop,57
Represent later.,Thriller,Carmen Jackson,2019,108.688,320.307,103.0,4.2,Hindi,Warner Bros,Aug,3.1,9.9,Hit,0
Purpose message.,Drama,Elizabeth Mann,1996,149.267,362.629,135.0,8.1,French,Paramount,Jul,0.7,6.6,Hit,92
Leave he number.,Thriller,Randy Lewis,2007,95.973,152.436,129.0,7.64,English,Fox,Sep,9.3,9.5,Hit,77
Teach it.,Action,Kimberly Jimenez,2002,103.615,423.688,174.0,6.42,German,Universal Pictures,Apr,3.4,6.1,Hit,61
Spring decide yard do.,Sci-Fi,Joseph Swanson,2013,,27.891,114.0,8.71,Hindi,Disney,Sep,9.7,7.7,Flop,53
Without tend.,Horror,Mrs. Katie Boone DDS,1993,64.573,4179.96,142.0,4.43,Japanese,New Line Cinema,Aug,7.4,9.1,Hit,72
Note she tell.,Sci-Fi,Joseph Swanson,1990,51.923,149.275,168.0,4.11,English,Universal Pictures,Oct,3.2,5.9,Hit,8
Thing bad difficult become.,Drama,Randy Lewis,2023,187.938,1720.5099999999998,,6.49,Spanish,Disney,May,9.2,0.5,Flop,35
Week history happen item stage.,Thriller,Carol Diaz,1995,69.555,407.748,122.0,5.22,Mandarin,Fox,May,6.1,0.1,Hit,42
Pass gun boy character serve.,Thriller,Kevin Sims,1990,289.409,278.359,175.0,9.24,Japanese,Fox,Oct,4.1,1.4,Flop,29
Fish treatment.,Action,Randy Lewis,1996,222.164,28.521,134.0,9.17,Japanese,Fox,Jul,4.0,3.3,Flop,19
Data smile plant.,Sci-Fi,Marcus Chen,2010,251.765,242.995,,5.14,Japanese,Disney,Mar,4.8,8.9,Flop,63
Amount middle add.,Sci-Fi,Danielle Potter,2018,,1484.52,95.0,2.5,Japanese,Universal Pictures,Aug,3.8,3.9,Hit,96
Good use occur human.,Thriller,Alicia Lawrence,2017,22.988,34.106,88.0,9.12,German,Universal Pictures,Jun,1.7,,Hit,74
Series eight method.,Thriller,Melissa Smith,1990,295.429,258.23,141.0,9.6,Spanish,Warner Bros,Aug,1.7,,Flop,82
Sometimes past scene member.,Sci-Fi,Randall Wilson,1994,178.298,427.359,,8.93,Spanish,Paramount,Dec,7.9,2.7,Hit,45
Produce still during.,Drama,Nicholas Bates,2002,,299.442,175.0,5.95,Hindi,Fox,Jun,8.6,1.9,Hit,32
Read foot run.,Action,Ashley Williams,2019,143.402,402.355,145.0,2.62,Mandarin,Disney,Jan,5.4,1.2,Hit,84
Pull food.,Thriller,Andrew Krause,2017,190.999,157.828,87.0,3.58,French,Warner Bros,Mar,9.5,2.0,Flop,13
Three national large job.,Horror,Dustin Mosley,2013,33.245,88.46,109.0,7.62,Mandarin,New Line Cinema,Apr,3.8,0.6,Hit,70
Mind outside after standard.,Horror,Dr. Brianna Wilson DDS,1994,253.29,362.268,92.0,7.13,Spanish,Disney,Aug,5.3,2.9,Hit,54
Throughout as above where might.,Comedy,Debbie Howe,1998,195.973,344.259,131.0,8.35,English,Paramount,Jul,5.6,2.5,Hit,84
Rule talk leg husband could.,Thriller,Jennifer Smith,2019,89.12,436.879,165.0,2.75,Mandarin,Lionsgate,Sep,3.6,4.7,Hit,9
Situation cup want my.,Comedy,Jimmy Sosa,2003,207.447,291.124,100.0,8.96,Hindi,Universal Pictures,Sep,8.0,2.8,Hit,87
Pm like at happen.,Drama,Joseph Swanson,2015,20.847,2338.2200000000003,110.0,9.83,Japanese,Warner Bros,Nov,7.6,2.8,Hit,45
Institution financial.,Sci-Fi,Elizabeth Davis,1994,96.282,357.143,136.0,6.61,Hindi,Fox,Nov,4.9,6.0,Hit,60
Affect plant.,Romance,Stephanie Alvarez,2014,178.378,196.624,125.0,2.04,French,Paramount,Apr,1.8,9.3,Hit,80
Least product society official necessary.,Comedy,Christine Gonzalez,1996,232.325,3.884,,1.91,Mandarin,New Line Cinema,Jan,8.1,6.4,Flop,60
Evidence exactly remember.,Romance,John Barnett,1999,294.541,29.014,102.0,7.48,French,Lionsgate,Aug,3.0,2.7,Flop,83
If agent might note member.,Comedy,Dr. Brianna Wilson DDS,2009,69.888,453.024,81.0,6.76,Spanish,Lionsgate,Aug,0.9,4.2,Hit,66
By five general.,Drama,Paul Watson,2009,72.849,208.16,120.0,5.09,French,Paramount,Aug,3.6,4.7,Flop,7
Meet fight this represent.,Horror,Heidi Ritter,1991,35.715,4278.26,94.0,8.57,Japanese,New Line Cinema,Feb,6.6,6.7,Hit,18
Dinner forget mention also.,Sci-Fi,Mr. Brian Tucker,2016,13.535,407.84,,7.01,Japanese,Sony Pictures,Jun,9.0,5.4,Hit,47
General pressure same sometimes.,Thriller,Carmen Jackson,2010,53.718,36.877,145.0,2.5,French,Disney,Jan,6.1,5.5,Flop,66
Western as assume probably maintain.,Sci-Fi,Ashley Williams,2000,246.125,397.93,128.0,5.99,English,Paramount,Feb,8.8,4.8,Flop,27
Oil message mouth me student.,Drama,Mrs. Katie Boone DDS,1993,56.35,337.52000000000004,111.0,5.21,German,New Line Cinema,Jan,2.9,0.5,Flop,70
Me science market.,Romance,Sean Sullivan,2008,29.445,3039.98,174.0,5.24,English,Sony Pictures,Dec,9.4,1.5,Hit,76
Risk candidate others.,Thriller,Melissa Smith,2015,75.583,473.542,124.0,4.15,English,Paramount,Nov,8.9,1.5,Hit,39
Sing Mr successful even.,Thriller,Jimmy Sosa,2004,,463.82,124.0,4.11,Spanish,Universal Pictures,Feb,6.1,2.4,Hit,42
Film course list.,Comedy,Ashley Williams,2007,174.932,3186.3799999999997,121.0,3.7,English,Fox,Aug,7.0,9.3,Hit,8
Situation recognize.,Action,Heidi Ritter,2015,,4573.34,141.0,4.3,Japanese,Paramount,Feb,9.4,9.7,Hit,88
Professor rather figure.,Action,Ruben Lynch,2023,270.863,137.725,129.0,6.47,French,New Line Cinema,Oct,3.6,1.6,Flop,82
By here look detail.,Sci-Fi,Nicholas Bates,2008,40.036,459.885,102.0,3.97,English,Fox,Apr,5.1,8.1,Hit,27
Learn doctor control ball.,Romance,Maria Gilbert,2020,112.309,181.819,142.0,2.65,Mandarin,Sony Pictures,Oct,4.0,7.2,Hit,18
Talk meet police himself.,Horror,Emily Lewis DDS,2021,233.04,1891.42,128.0,2.6,French,Lionsgate,Oct,5.9,8.4,Flop,25
It cut us.,Drama,Caleb Barnes,1997,285.722,1262.96,103.0,1.01,Hindi,Warner Bros,Apr,6.5,,Flop,8
Recently back beyond off.,Action,John Barnett,2004,115.336,206.911,139.0,4.18,French,New Line Cinema,Jun,1.7,1.7,Hit,53
Visit specific task others arrive.,Comedy,Maria Gilbert,1996,102.591,2005.01,138.0,5.07,Hindi,Universal Pictures,Oct,5.8,3.4,Hit,32
They environment official head our.,Action,Mrs. Katie Boone DDS,2002,41.518,4108.37,130.0,3.55,Mandarin,Sony Pictures,May,7.5,,Hit,12
Think down.,Romance,Carmen Jackson,1992,222.947,49.729,123.0,1.75,French,Universal Pictures,Jul,2.9,4.3,Flop,37
Want minute series.,Comedy,Mr. Brian Tucker,2020,36.602,30.476,103.0,8.79,Mandarin,Warner Bros,Jun,7.1,8.0,Flop,35
Piece since easy side in.,Romance,Andrew Krause,1995,23.748,39.543,150.0,2.43,Mandarin,Universal Pictures,Sep,2.0,1.6,Hit,5
Southern surface maintain look condition.,Sci-Fi,Donna Richards,2008,12.362,74.479,135.0,8.23,Mandarin,Lionsgate,Apr,4.2,4.9,Hit,16
Nature senior rate affect.,Action,Stephanie Alvarez,2008,48.411,630.98,157.0,5.57,English,Lionsgate,Jun,9.2,5.5,Hit,52
Writer eat country position help.,Drama,Carol Diaz,2019,40.83,33.51,100.0,9.66,Mandarin,Universal Pictures,Sep,2.6,8.8,Flop,82
Condition it large.,Romance,Kevin Sims,1997,200.405,468.59000000000003,101.0,5.69,French,Disney,Aug,8.4,5.5,Flop,90
Kid write cover.,Horror,Michael Miller,2001,234.412,2915.11,137.0,5.82,German,Sony Pictures,Dec,5.1,4.4,Hit,95
Through claim drug always.,Comedy,Alicia Lawrence,2011,294.09,142.912,83.0,1.51,Mandarin,Warner Bros,Aug,2.9,7.8,Flop,84
Amount world fear.,Action,Christine Gonzalez,2008,298.527,1880.2,147.0,5.48,Hindi,Warner Bros,Aug,3.5,7.9,Flop,5
Blood eight official actually third.,Horror,Donna Richards,2007,192.915,455.498,,6.86,Japanese,Paramount,May,3.9,,Hit,59
Democratic send age leg.,Thriller,Mr. Brian Tucker,2019,281.165,159.087,95.0,6.12,French,Paramount,Dec,5.3,3.0,Flop,86
Sometimes drug cause paper full.,Thriller,Andrew Krause,2006,94.312,228.937,,4.32,Hindi,Fox,Sep,5.7,0.2,Hit,31
Enter test street second land.,Drama,Randall Howe,1992,163.003,3184.8599999999997,136.0,7.15,Spanish,Paramount,Oct,5.8,4.6,Hit,82
